Bank of Baroda,BARB0ABHAYK,,"Abhaykhand, Ghaziabad, Up","Mahalaxmi Square, C1 Abhay Khand-2, Indirapuram, Ghaziabad, Uttar Pradesh - 201010",1800223344.0,Ghaziabad,Ghaziabad,Uttar Pradesh,
Bank of Baroda,BARB0ABHANP,492012503,"Abhanpur, Raipur, Ch","Rajim Road, Near Bus Stand, Abhanpur, Raipur, Chhattisgarh - 497001",1800223344.0,Abhanpur,Raipur,Chandigarh,
Bank of Baroda,BARB0ABADAN,,Abadan,"AT Abadan, Post Office Chitres, Block Kakatpur, Puri, Orissa - 752108",1800223344.0,Kakatpur,Puri,Odisha,
Canara Bank,CNRB0006364,,Kukshi,"Canara Bank Khandwa Baroda Marg, Opp Hero Moto Corp Showroom Kukshi, Dhar Madhya Pradesh - 123",2766377.0,Kukshi,Dhar,Madhya Pradesh,CANARABANK
Canara Bank,CNRB0006088,464015101,Sironj,Canara Bank IN Front of Galla Mandi Bag Road Near Bank of Baroda Vidisha Sironj Madhya Pradesh - 464228,8989226950.0,Sironj,Vidisha,Madhya Pradesh,CANARABANK
Canara Bank,CNRB0005500,442015503,Deoli,Canara Bank Kirana Store Thakre Chowk Near Bank of Baroda Deoli,7774038332.0,Deoli,Wardha,Maharashtra,CANARABANK
Canara Bank,CNRB0003375,835015302,Khunti,"Canara Bank, Dak Banglow Road, Near Bank of Baroda, P.O. Khunti, Khunt - 835210",220020.0,Khunti,Ranchi,Jharkhand,CANARABANK
Canara Bank,CNRB0003033,322015075,Karauli,"Karauli (3033) Sataywati Vihar, Main Road, Gulab Bagh, Near Bank of Baroda, Karauli - 322241",220813.0,Karauli,Karauli,Rajasthan,CANARABANK
Dena Bank,BKDN0921692,,Saharasa,"Dena Bank, Saharsa Branch Purab Bazar, Bank of Baroda Saharsa, Bihar",7541808776.0,Saharsa,Saharsa,Bihar,DENABANK
Dena Bank,BKDN0731848,,Narayanagarh,"Ward No 12, Opp Bank of Baroda, NH Narayanagarh, Ambala, Haryana - 134203",9034781318.0,Naraingarh,Ambala,Haryana,DENABANK
Vijaya Bank,VIJB0007381,390029008,Harni Road Baroda Branch,"Harni Road Baroda Branch, Shop No 19, 20, 21, 25 TO 27, Nakshtra Shopping, Complex, Opp Indrapuri Society, Near Sangam, Ha, Vadodra, Gujarat",2460955.0,Vadodra,Vadodra,Gujarat,VIJAYABANK
Vijaya Bank,VIJB0007371,390029009,Vij Ajod Branch,"Vij Ajod Branch, Village Post Office Ajod, Taluk Baroda, Baroda, Vadodara, Ajod, Gujarat",,"Ajod, Gujarat","Ajod, Gujarat",Gujarat,VIJAYABANK
Vijaya Bank,VIJB0007360,390029007,Manjusar,"Manjusar, Shop No A-15, 16, 17&18, Tower, Gidc, Baroda Savli Rd, Gujarat",,"Manjusar, Gujarat","Manjusar, Gujarat",Gujarat,VIJAYABANK
Vijaya Bank,VIJB0007327,390029004,Station Road Baroda,"Station Road Baroda, Haribhakti House, Opp Kalagodha Circle, Baroda, Gujarat",2362268.0,Baroda,Baroda,Gujarat,VIJAYABANK
Vijaya Bank,VIJB0007318,390029006,Sayajipura Baroda,"Sayajipura Baroda, Ajwa Road, Near Panchayat Office, Baroda, Gujarat",2562287.0,Baroda,Baroda,Gujarat,VIJAYABANK
Vijaya Bank,VIJB0007309,390029003,Alkapuri Baroda,"Alkapuri Baroda, Chambers, Dutt Road, Baroda, Gujarat",2331079.0,Baroda,Baroda,Gujarat,VIJAYABANK
Vijaya Bank,VIJB0007303,390029002,Raopura Road Baroda,"Raopura Road Baroda, Kadmabam, Opp Govt. Press Kothi Road, Baroda, Gujarat",2410086.0,Baroda,Baroda,Gujarat,VIJAYABANK
Vijaya Bank,VIJB0007022,,Wazirpur -Rajasthan,"Wazirpur -Rajasthan, Kund KE Pass, Near Bank of Baroda, Tehsil-Gangapur City, Wazirpur, Rajasthan, Rajasthan",226060.0,"Wazirpur, Rajasthan","Wazirpur, Rajasthan",Rajasthan,VIJAYABANK
Vijaya Bank,VIJB0006913,,Songarh,"Main Road, Besides Bank 0Of Baroda - 391670",,Songadh,Tapi,Gujarat,VIJAYABANK
